SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-11WQK-3226-SM-5EGI3,1,B1,"1 piece, adenohypophysis, 20% dura, delineated",6.9,Pituitary,Pituitary,7,862,814,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4764,02/08/2014,TruSeq.v1,RNASEQ,,0.9816896,0,0.94783145,,0.98693436,0.74336684,,22902,1,,76,,0.002413716,115,0,56235583,0.051966883,423881,56980064,8473066,,22928,27893405,,,0,0.20446467,0.98693436,0.73365426,56235583,0.005308342,11903732,6000722,11966660,125,12056779,7846041,0.003853338,12078433,50.04486,0.00743911,0.9921791,,0,50.131813
GTEX-11XUK-0003-SM-58Q8M,,B1,,,Blood,Whole Blood,13756,-54,,BP-40386,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),07/03/2013,LCSET-4574,01/23/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11XUK-0003-SM-5DWTF,,B1,,,Blood,Whole Blood,13756,-54,,BP-40386,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),7/3/2013,GTEx_OM25_Dec_01,01/29/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11XUK-0003-SM-6WBU7,,B1,,,Blood,Whole Blood,13756,-54,,BP-40528,Transfer To Matrix (Manual),07/09/2013,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11XUK-0005-SM-5LU9F,,B1,,9.4,Blood,Whole Blood,13756,-54,,BP-40354,RNA isolation_PAXgene Blood RNA (Manual),07/02/2013,LCSET-4899,03/23/2014,TruSeq.v1,RNASEQ,,0.98666936,0,0.96233755,,0.98943686,0.8006522,,19077,1,,76,,0.004482269,112,0,68148855,0.037321318,193736,68876408,6294802,,19087,33846239,,,0,0.16168538,0.98943686,0.7921948,68148855,0.003722812,15072356,34064204,15143797,123,15199353,15082817,0.004103602,15191777,49.987537,0.002812806,0.99220425,,0,50.118217
GTEX-11XUK-0008-SM-5S2WD,,B1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,333,,BP-45532,RNA isolation_Trizol Manual (Cell Pellet),11/06/2013,LCSET-4996,04/03/2014,TruSeq.v1,RNASEQ,,0.99181825,0,0.97274286,,0.9939353,0.86195135,,19535,1,,76,,0.00165178,172,0,78680661,0.026958797,387831,79160756,7443890,,19545,39171886,,,0,0.110791564,0.9939353,0.85672385,78680661,0.002416804,17540349,6363578,17629029,183,17638914,19311014,0.002033477,17685478,50.06591,0.004899284,0.9960522,,0,50.126076
GTEX-11XUK-0126-SM-5CVLK,1,B1,"2 pieces; one 60% fat, other 20%",6.6,Adrenal Gland,Adrenal Gland,2369,100,1341,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.9839942,0,0.9747234,,0.9890855,0.83417726,,21741,1,,76,,0.004857736,133,0,66278742,0.024984404,1580826,67010128,12824926,,21759,32846008,,,0,0.14054616,0.9890855,0.8250726,66278742,0.006928944,14605475,9063628,14558665,146,14576500,10763029,0.00588801,14880727,50.516388,0.023590852,0.9941767,,0,49.919746
GTEX-11XUK-0226-SM-5EQLW,0,B1,2 pieces; moderate degree of Hashimoto (lymphocytic) thyroiditis,8.3,Thyroid,Thyroid,2046,101,1340,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98569965,0,0.95637697,,0.9889303,0.7006625,,24643,1,,76,,0.002846417,140,0,76405480,0.041252982,346877,77260734,9750694,,24686,37883330,,,0,0.25571445,0.9889303,0.6929063,76405480,0.003766551,16767856,12285768,16806603,155,16882982,10798940,0.003304981,16918296,50.052235,0.004489693,0.99216086,,0,50.057705
GTEX-11XUK-0426-SM-5EQML,1,B1,2 pieces; numerous blood vessels focally (annotated),6,Spleen,Spleen,2106,104,1337,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98322093,0,0.9615001,,0.98828167,0.79106945,,22635,1,,76,,0.002347525,145,0,64431987,0.03777046,323453,65195978,8106770,,22656,31909938,,,0,0.17043069,0.98828167,0.78179944,64431987,0.003643422,14127491,7147051,14127178,156,14188263,10173120,0.002992156,14365000,50.309483,0.004961242,0.9933424,,0,49.999447
GTEX-11XUK-0626-SM-5N9ES,1,B1,2 pieces; one large duct with PanIN !a,5.7,Pancreas,Pancreas,1150,112,1329,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4905,03/23/2014,TruSeq.v1,RNASEQ,,0.9858422,1,0.9741444,,0.9878823,0.84145296,,21799,1,,76,,0.006081223,161,0,105113966,0.024964731,637780,106403324,5434980,,21820,52120868,,,0,0.1326915,0.9878823,0.8312565,105113966,0.006185711,23783041,27298206,24104894,177,24148499,27487823,0.006133359,23933075,49.77598,0.005993986,0.9899224,,0,50.336044
GTEX-11XUK-0726-SM-5EQMX,0,B1,6 pieces; well trimmed muscle,8.2,Esophagus,Esophagus - Muscularis,4648,128,1313,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.989029,0,0.9732235,,0.99188614,0.82836473,,20695,1,,76,,0.001990276,179,0,71392441,0.026473923,1069177,71976444,8715994,,20717,35499699,,,0,0.14485878,0.99188614,0.8216435,71392441,0.002878845,15540007,6509860,15542897,182,15533773,12371326,0.002433281,15737285,50.3254,0.014854539,0.9947434,,0,50.004646
GTEX-11XUK-0826-SM-5GU6P,0,B1,6 pieces; prominent submucosal glands (1 mm) [annotated],8.4,Esophagus,Esophagus - Mucosa,6920,135,1306,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.98582184,0,0.9745088,,0.9901175,0.8222952,,22107,1,,76,,0.001980043,146,0,61266304,0.025138436,400140,61877812,4047824,,22123,30412592,,,0,0.15221357,0.9901175,0.8141689,61266304,0.002739905,13733211,6518741,13794970,143,13873745,12131356,0.002358326,13899664,50.04666,0.006466615,0.99441314,,0,50.112175
GTEX-11XUK-0926-SM-5EQL3,0,B1,6 pieces; well trimmed muscularis,7.8,Esophagus,Esophagus - Gastroesophageal Junction,4550,140,1301,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98899364,0,0.97575164,,0.9919737,0.841793,,20961,1,,76,,0.001975978,148,0,62917072,0.023940085,810732,63426148,8848116,,20976,31289017,,,0,0.1339586,0.9919737,0.8350366,62917072,0.002862896,13736332,5565162,13755003,155,13764292,11367200,0.002418105,13899721,50.244778,0.012782299,0.9949538,,0,50.033955
GTEX-11XUK-1326-SM-5EQM4,0,B1,6 pieces,8.6,Vagina,Vagina,996,163,1278,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98866975,0,0.97602355,,0.9912106,0.79779834,,21892,1,,76,,0.002167082,144,0,69356428,0.023705373,296533,69971438,8860586,,21910,34509085,,,0,0.1782252,0.9912106,0.7907862,69356428,0.002987459,15642751,9645776,15652463,160,15706490,12663109,0.002576219,15753010,50.073936,0.004237915,0.9937513,,0,50.01552
GTEX-11XUK-1426-SM-5EQMG,1,B1,6 pieces; muscularis in 5 of 6; 3 small lymphoid nodules,7.7,Small Intestine,Small Intestine - Terminal Ileum,1211,164,1277,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98588824,0,0.96146476,,0.98952585,0.7497701,,24036,1,,76,,0.002350014,140,0,73806155,0.03802149,496914,74587388,10615832,,24064,36654972,,,0,0.2116947,0.98952585,0.7419169,73806155,0.003360611,16205752,7898759,16254843,165,16308574,11538849,0.002853455,16397564,50.136044,0.006662171,0.99316347,,0,50.075615
GTEX-11XUK-1626-SM-5GU5O,0,B1,2 pieces; corpora albicans; inactive,7.6,Ovary,Ovary,992,167,1274,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.98582083,0,0.97236615,,0.99012005,0.76207864,,21976,1,,76,,0.001821491,158,0,72388911,0.027294414,140477,73111244,4822532,,22009,35918766,,,0,0.21028744,0.99012005,0.7545493,72388911,0.00253184,16066265,6461358,16183586,159,16283859,13407463,0.002175123,16256440,49.95787,0.001921414,0.9944192,,0,50.181892
GTEX-11XUK-1726-SM-5GU61,0,B1,2 pieces,7.9,Adipose Tissue,Adipose - Visceral (Omentum),10414,169,1272,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.98630047,0,0.97563386,,0.9905207,0.8391525,,20820,1,,76,,0.001821739,134,0,55893586,0.024107097,579882,56428484,3756640,,20835,27743931,,,0,0.13648136,0.9905207,0.8311979,55893586,0.002741094,12443298,4606553,12523115,146,12549424,9696962,0.002279458,12632738,50.165424,0.010276406,0.99474114,,0,50.15985
GTEX-11XUK-2026-SM-5EQLF,0,B1,6 pieces; well trimmed; up to 20% intradermal fat,7.5,Skin,Skin - Sun Exposed (Lower leg),4264,334,1107,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98553395,0,0.9695808,,0.9896458,0.8001463,,22900,1,,76,,0.002127588,188,0,66193788,0.030155247,323377,66886346,9836372,,22919,32868924,,,0,0.16943455,0.9896458,0.79186136,66193788,0.003216192,14429484,6703464,14481909,155,14543196,11924436,0.002669629,14618672,50.12941,0.004834724,0.9937576,,0,50.090664
GTEX-11XUK-2126-SM-5EQLR,0,B1,2 pieces,7.3,Adipose Tissue,Adipose - Subcutaneous,2190,335,1106,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9878406,0,0.97295463,,0.9910415,0.8082654,,22289,1,,76,,0.002074416,165,0,67669124,0.026754403,596617,68280816,8896378,,22306,33638840,,,0,0.16468923,0.9910415,0.8010245,67669124,0.002925745,14991531,6477420,15031304,167,15048335,11198497,0.002498705,15173267,50.206696,0.008737695,0.99424237,,0,50.066235
GTEX-11XUK-2226-SM-5CVLL,0,B1,2 pieces,6.8,Muscle,Muscle - Skeletal,11907,338,1103,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.9843287,0,0.9811065,,0.9893059,0.8782878,,19542,1,,76,,0.004720809,148,0,66997058,0.01867179,1659107,67721270,13333518,,19551,33210199,,,0,0.10281873,0.9893059,0.8688953,66997058,0.006643483,14657857,8888407,14796775,149,14777222,12799611,0.00567731,14971293,50.326187,0.024499053,0.99428326,,0,50.235813
GTEX-11XUK-2326-SM-5CVLM,0,B1,2 pieces; no extraneous fat,7.1,Nerve,Nerve - Tibial,1323,342,1099,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.98106176,0,0.968946,,0.987053,0.7731097,,22981,1,,76,,0.004786911,150,0,70885449,0.030801978,315715,71815242,13251030,,23011,35076645,,,0,0.19583634,0.987053,0.7631002,70885449,0.00714895,15562438,5936980,15687041,146,15809388,11350150,0.005960762,15834358,50.039455,0.004396212,0.99304426,,0,50.199368
GTEX-11XUK-2426-SM-5GU72,0,B1,2  pieces; no lesions,7.3,Blood Vessel,Artery - Tibial,7610,345,1096,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.98243386,0,0.9734332,,0.9876772,0.84167385,,19946,1,,76,,0.001862899,138,0,59500066,0.026157416,296670,60242420,3929186,,19953,29470225,,,0,0.1317593,0.9876772,0.83130205,59500066,0.002824347,12863748,3836396,12971931,145,13021220,12042685,0.002341071,13098079,50.14713,0.004924603,0.9929206,,0,50.209366
GTEX-11ZTS-0001-SM-58Q8K,,B1,,,Blood,Whole Blood,13756,581,,BP-40422,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),07/05/2013,LCSET-4574,01/23/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11ZTS-0001-SM-5DWTD,,B1,,,Blood,Whole Blood,13756,581,,BP-40422,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),7/5/2013,GTEx_OM25_Dec_01,01/29/2014,Illumina OMNI SNP Array,OMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11ZTS-0001-SM-6WBU5,,B1,,,Blood,Whole Blood,13756,581,,BP-40992,Transfer To Matrix (Manual),07/18/2013,LCSET-6056,8/11/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-11ZTS-0005-SM-5NQ8A,,B1,,8.7,Blood,Whole Blood,13756,581,,BP-40461,RNA isolation_PAXgene Blood RNA (Manual),07/08/2013,LCSET-4906,03/22/2014,TruSeq.v1,RNASEQ,,0.9770568,0,0.96908927,,0.9796867,0.78956467,,18325,1,,76,,0.002437001,105,0,71705378,0.029764978,244834,73192150,6181440,,18329,35637424,,,0,0.17952459,0.9796867,0.773526,71705378,0.003671958,16466498,82874608,16638114,122,16663290,17320152,0.003052822,16627232,49.945843,0.003345085,0.9823167,,0,50.259205
GTEX-11ZTS-0008-SM-5S2VC,,B1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,599,,BP-45532,RNA isolation_Trizol Manual (Cell Pellet),11/06/2013,LCSET-4996,04/03/2014,TruSeq.v1,RNASEQ,,0.9876377,0,0.97130066,,0.9917025,0.86931336,,19486,1,,76,,0.001642316,174,0,78557619,0.028452849,493572,79214902,7548634,,19492,39015507,,,0,0.101987235,0.9917025,0.8621002,78557619,0.002732202,17494659,6976965,17619751,185,17673605,19287683,0.002185025,17743347,50.09846,0.006230797,0.99576735,,0,50.178127
GTEX-11ZTS-0011-R1a-SM-5BC71,,"B1, A1",,7.9,Brain,Brain - Hippocampus,1954,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.9765048,0,0.951081,,0.9826343,0.8287864,,21768,1,,76,,0.003028162,201,0,69620618,0.0486476,6289917,70850992,19643076,,21778,34468710,,,0,0.12229461,0.9826343,0.8143939,69620618,0.005301017,15100045,10973669,15320719,210,15186343,7019018,0.004157501,15597478,50.66778,0.08877669,0.9887639,,0,50.362705
GTEX-11ZTS-0011-R2b-SM-5BC75,,"B1, A1",,7.6,Brain,Brain - Substantia nigra,2038,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.98283887,0,0.9516054,,0.98901165,0.80983675,,22653,1,,76,,0.002782289,204,0,70264547,0.048123177,5520015,71045218,20372014,,22666,34824267,,,0,0.14176859,0.98901165,0.80093795,70264547,0.005150857,15291374,10980699,15308040,204,15223511,7281891,0.003959182,15770051,50.8817,0.07769721,0.9951845,,0,50.027233
GTEX-11ZTS-0011-R3a-SM-5BC78,,"B1, A1",,7.1,Brain,Brain - Anterior cingulate cortex (BA24),9835,,,BP-43229,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.9830571,0,0.96624744,,0.9892241,0.83815056,,20862,1,,76,,0.002819798,178,0,62464698,0.03354684,7036096,63145142,15945004,,20870,30945928,,,0,0.12809691,0.9892241,0.8291187,62464698,0.005518524,13682974,18222250,13532682,207,13236577,4361282,0.004160749,14315359,51.95772,0.11142735,0.9953911,,0,49.72389
GTEX-11ZTS-0011-R8a-SM-57WDI,,"B1, A1",,6.3,Brain,Brain - Hypothalamus,1898,,,BP-43316,RNA isolation_PAXgene Tissue miRNA,09/09/2013,LCSET-4415,12/21/2013,TruSeq.v1,RNASEQ,,0.98612237,0,0.95695716,,0.9901204,0.8243142,,21741,1,,76,,0.00209201,267,0,71985351,0.042905353,7356010,72703632,8923786,,21748,35755936,,,0,0.13264292,0.9901204,0.81617033,71985351,0.003993647,15605249,19126157,15622498,284,15386047,4753358,0.003038989,16065208,51.079704,0.10117803,0.9941184,,0,50.02762
GTEX-11ZTS-0126-SM-5EQ6M,0,B1,"6 pieces, minimal dermal fat, squamous epithelium is ~50 microns",7.4,Skin,Skin - Sun Exposed (Lower leg),4264,599,866,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4767,02/08/2014,TruSeq.v1,RNASEQ,,0.98745584,0,0.9651327,,0.99093616,0.7863012,,22779,1,,76,,0.002063226,201,0,73702379,0.034650333,585173,74376514,8642188,,22801,36624317,,,0,0.17883149,0.99093616,0.7791743,73702379,0.003039579,15970857,7733961,16046128,184,16067859,11340553,0.002549688,16177755,50.170403,0.007867713,0.99441665,,0,50.117554
GTEX-11ZTS-0226-SM-5EQKD,0,B1,"2 pieces, ~10% fibrovascular tissue, delineated",6.7,Adipose Tissue,Adipose - Subcutaneous,2190,600,865,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9825578,0,0.9711433,,0.986114,0.77991086,,22689,1,,76,,0.002155918,169,0,73586288,0.028566368,432297,74622500,9283702,,22714,36557079,,,0,0.1912325,0.986114,0.769081,73586288,0.003185377,16275472,6395875,16303094,173,16354939,12122021,0.002668791,16464507,50.166924,0.005793119,0.9896702,,0,50.042393
GTEX-11ZTS-0326-SM-5EQKP,0,B1,"2 pieces adherent fascia/connective tissue up to ~0.7mm, delineated",7.2,Blood Vessel,Artery - Tibial,7610,602,863,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.98715776,0,0.9739304,,0.99088204,0.80298215,,21241,1,,76,,0.002075961,150,0,66151026,0.025687478,357340,66759736,8419306,,21257,32850725,,,0,0.17094825,0.99088204,0.7956606,66151026,0.003367396,14372352,4795078,14451147,153,14486162,12104634,0.002719251,14564328,50.134533,0.005352628,0.9946064,,0,50.136684
GTEX-11ZTS-0526-SM-5CVL9,0,B1,"2 pieces, ~35% adherent, interstitial fat, focally delineated",7.2,Muscle,Muscle - Skeletal,11907,605,860,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.9855208,0,0.9814225,,0.9901125,0.856064,,19154,1,,76,,0.004658075,143,0,72035939,0.01832212,1031332,72755304,14062950,,19166,35732513,,,0,0.1253585,0.9901125,0.8475997,72035939,0.006734262,15829474,9078622,15679360,155,15696402,13335563,0.005691353,16100861,50.635998,0.014175352,0.9947043,,0,49.76179
GTEX-11ZTS-0826-SM-5EQ49,1,B1,"6 pieces, minimal atherosis, adherent serosa ~0.5mm thick",7.6,Blood Vessel,Artery - Aorta,1496,634,831,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4767,02/08/2014,TruSeq.v1,RNASEQ,,0.9872072,0,0.97102517,,0.99098635,0.780396,,22011,1,,76,,0.002047277,168,0,77805139,0.028519776,218092,78512826,9581496,,22037,38626702,,,0,0.19062917,0.99098635,0.77336174,77805139,0.002965864,16801934,5713192,16917996,174,16974191,14220074,0.002504819,17013591,50.057964,0.002777788,0.9947656,,0,50.1721
GTEX-11ZTS-1026-SM-5LU8O,1,B1,"2 pieces, one is artery, ~30% atherotic occlusion; other is fibrous tissue, delineated by X",6.5,Blood Vessel,Artery - Coronary,1621,645,820,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4899,03/23/2014,TruSeq.v1,RNASEQ,,0.9852436,0,0.96867925,,0.9886695,0.7731853,,22319,1,,76,,0.004636716,151,0,72678999,0.030960113,438924,73511928,5972054,,22334,36013884,,,0,0.19549395,0.9886695,0.76442474,72678999,0.003835752,15646612,5425777,15707594,154,15731804,12138786,0.004237622,15848876,50.185352,0.005970786,0.99209535,,0,50.097248
GTEX-11ZTS-1126-SM-5LU9X,1,B1,"2 pieces, nodular goiter, regresive changes",5.9,Thyroid,Thyroid,2046,648,817,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4899,03/23/2014,TruSeq.v1,RNASEQ,,0.98574054,0,0.9575327,,0.9886235,0.6950845,,23369,1,,76,,0.004733708,117,0,62227031,0.04219923,834994,62943106,5452488,,23400,30881072,,,0,0.26244813,0.9886235,0.68717694,62227031,0.003857487,13569221,5529263,13617429,132,13639412,6695560,0.004296875,13710219,50.129448,0.013265854,0.9915065,,0,50.088657
GTEX-11ZTS-1226-SM-5EQMQ,1,B1,"2 pieces, mild congestion",7.5,Lung,Lung,8952,650,815,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9870847,0,0.97182906,,0.9899491,0.7399371,,22719,1,,76,,0.00244179,163,0,75299649,0.027568629,374319,76064156,9788018,,22754,37423761,,,0,0.23189187,0.9899491,0.7325001,75299649,0.003294433,16681421,6310946,16752633,166,16793630,11862105,0.002866878,16842188,50.07218,0.004921095,0.9928135,,0,50.1065
GTEX-11ZTS-1326-SM-5EQMA,1,B1,"2 pieces, good specimens",5.8,Adipose Tissue,Adipose - Visceral (Omentum),10414,651,814,BP-43823,RNA Extraction from Paxgene-derived Lysate Plate Based,09/20/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9857269,0,0.97032136,,0.98996276,0.75222814,,23077,1,,76,,0.00219204,146,0,69898623,0.029369205,360565,70607328,8556690,,23101,34694574,,,0,0.21809317,0.98996276,0.74467784,69898623,0.003385834,15460217,6219109,15433547,162,15505424,10522483,0.002786383,15660729,50.24916,0.005106623,0.99419856,,0,49.956837
GTEX-11ZTS-1426-SM-5EQMM,1,B1,"2 pieces, moderate congestion, minimal steatosis",6.1,Liver,Liver,1114,659,806,BP-43823,RNA Extraction from Paxgene-derived Lysate Plate Based,09/20/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9890219,0,0.9700653,,0.99199355,0.788372,,22046,1,,76,,0.002177791,372,0,127213029,0.029804816,2413464,128239780,16917336,,22073,63272079,,,0,0.18169326,0.99199355,0.78205997,127213029,0.003062077,27970007,24455076,27705483,337,27703578,14122454,0.00261861,28314817,50.545567,0.018819934,0.9949652,,0,49.762447
GTEX-11ZTS-1526-SM-5N9G7,1,B1,"6 pieces, all muscularis, good specimens",5.7,Colon,Colon - Sigmoid,1159,663,802,BP-43823,RNA Extraction from Paxgene-derived Lysate Plate Based,09/20/2013,LCSET-4905,03/23/2014,TruSeq.v1,RNASEQ,,0.9873461,0,0.96483976,,0.9890047,0.7548096,,22973,1,,76,,0.004039655,204,0,93501702,0.034992423,1469487,94541214,4863666,,23005,46406401,,,0,0.21003017,0.9890047,0.7465102,93501702,0.004083282,20138954,7095881,20209400,250,20171864,12358801,0.004061432,20314487,50.17614,0.015543348,0.9906631,,0,50.0873
GTEX-11ZTS-1926-SM-5CVLA,1,B1,"2 pieces,typical regressive/post menopausal atrophic changes",6.4,Ovary,Ovary,992,683,782,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.9835798,0,0.94674915,,0.98850286,0.76276606,,22894,1,,76,,0.004782178,148,0,71361080,0.052973513,90810,72191070,13460904,,22917,35360030,,,0,0.18398298,0.98850286,0.75399643,71361080,0.00682432,15249854,9236307,15394385,138,15484044,13547139,0.005798164,15479638,49.992886,0.001257912,0.9934259,,0,50.235817
GTEX-11ZTS-2326-SM-5EQMY,2,B1,"2 piecesm inactive endometrium/autolyzing glands, delineated.  Focal adenomyosis",5.8,Uterus,Uterus,995,701,764,BP-43823,RNA Extraction from Paxgene-derived Lysate Plate Based,09/20/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.984075,0,0.9593437,,0.98784363,0.68989736,,23070,1,,76,,0.002274072,150,0,72419566,0.040417943,206555,73310760,8930930,,23113,35940939,,,0,0.2694463,0.98784363,0.6815107,72419566,0.003433685,15754596,6238848,15829681,154,15872374,9962321,0.002851667,15959776,50.137287,0.002817527,0.99161214,,0,50.118866
GTEX-11ZTS-2626-SM-5EGIC,1,B1,"6 pieces, squamous mucosa is ~10% thickness",7.3,Esophagus,Esophagus - Mucosa,6920,707,758,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4764,02/08/2014,TruSeq.v1,RNASEQ,,0.9821666,0,0.9730295,,0.98793393,0.79795235,,20659,1,,76,,0.002490914,117,0,55032467,0.026704472,503648,55704604,8101180,,20670,27282428,,,0,0.1750771,0.98793393,0.78832424,55032467,0.005503892,12369893,6157172,12405363,130,12510182,8494580,0.003988608,12563978,50.107273,0.009041407,0.9937013,,0,50.071583
GTEX-11ZTS-2726-SM-5EQLU,1,B1,"6 pieces, all muscularis",5.8,Esophagus,Esophagus - Gastroesophageal Junction,4550,709,756,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9824671,0,0.96831757,,0.9873102,0.7765965,,21827,1,,76,,0.002277054,145,0,64420459,0.03149937,1753094,65248452,8861992,,21846,31939596,,,0,0.19172108,0.9873102,0.76674163,64420459,0.003548124,14110586,5543796,14147319,169,14160540,7298068,0.002909472,14379865,50.38424,0.026867978,0.9921531,,0,50.065
